entry_id,headword,morph_type,pronunciation,variant_of,these_vars,note,sense,date,bibliography,other_sources
yb2_1cc95316-b9fe-4093-9b14-e9c016496d4a,yb,stem,ʔɨb̚,{},"{'ɨb_3135659c-423f-4208-befc-ea379815ca59': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",,['dcfab601-614d-4575-a398-e017af602de9'],2019-01-14T03:46:56Z,Fieldnotes Epps/Obert; 2018,{'Weir': 'ɨb'}
seeh2_1cfd2a36-ecf9-42a1-8bdc-2975ec83305d,seeh,phrase,ʃe:h,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,{},['1df41774-55b8-4973-9205-89e0e4227579'],2018-07-07T17:55:36Z,Fieldnotes Epps/Obert; 2018,
gedʹaa_1d0fab41-6b9c-423d-957f-9fa8add5d166,gedʹaa,stem,geda̰:,"{'a8001b80-aea8-4a40-af26-d4a9e704890f': {'type': '_component-lexeme', 'variant-type': 'Ext.(?)'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
adʹyyk_1d10f37c-f112-4be6-bd67-9d50e4e71caa,adʹyyk,stem,adɨ̰:k,"{'fc0c1443-58ce-424e-b411-917a8b0275d0': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
ji jó jaỹỹh doo_1d117540-a496-4b56-897c-25fb21e2108f,ji jó jaỹỹh doo,phrase,jiʔ jɔʔ jaʔɨ̃:h do:ʔ,{},,,['42ca101b-9b7b-44a3-bba8-06371025ae57'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
agõõ&#xA;agõõh_1d766776-1931-480e-977b-b58d276ced0d,agõõ gõõh,stem,agõ: gõ:h,"{'6e8e07f3-28a9-4adb-b230-f819c944b12a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
ahyk2_1d767c30-7dd2-4d0a-bb47-35c23e55617a,ahyk,stem,ahɨk,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo plural'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
ekä_1da016b1-82e5-4aeb-997f-f4a0414d1cc7,ekä,stem,ekʌ,"{'51b22271-5de7-46ee-8e60-315236f46b28': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8,yyh,stem,ʔɨ:h,{},,{},['a9305d63-b9fb-4256-bac0-17c01afd996b'],2018-07-15T20:27:26Z,Fieldnotes Epps/Obert; 2018,
tehub hẽ_1f4cf45c-5f92-4f18-a8c8-eb6ae5db53c4,tehub hẽ,phrase,teˈhub hẽʔ,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,{'Note': 'not sure if there is a shorter form - hub?'},['23c728ee-f682-4321-a428-e44f46b16f56'],2018-07-06T18:50:02Z,Fieldnotes Epps/Obert; 2018,
ahyy2_1fa33a5c-430d-45ea-8091-b77ec8ca00d2,ahyy,stem,ahɨ:,"{'1d403bbc-6626-434c-977a-29615f25b110': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
pʌʔ2_2006fe18-cfbd-42da-9921-099b85ea5e4f,pʌʔ,stem,,"{'7240f094-45be-4ac7-96fb-6bd0ebcb7f22': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Barbosa 2005; pedra'}}",,,,2018-06-20T05:09:53Z,Barbosa,
bʹaah_20a69c66-ccf7-44e3-80f2-9c04da85502d,bʹaah,stem,baʔah,{},"{'taba̰ːh_de71206e-e9a3-466d-9f04-99311263ecfd': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{},['7644a77e-3284-4770-98db-81984eed5c1c'],2018-03-08T07:17:52Z,Fieldnotes Epps/Obert; 2018,{'Barbosa': 'taba̰ːh'}
jak ỹỹ_20ea7807-0cbe-4ee3-a129-919380bcf6fc,jak ỹỹ,phrase,jak ɨ̃:,"{'0a53e4ac-73b8-4116-9c0c-091bf6a6a02f': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
karããj tyd me ji metyy_218f8c96-a775-47cd-a6ef-6c275c0196ef,karããj tyd me ji metyy,phrase,kaɾã:j tɨd̚ mẽʔ jiʔ mẽtɨ:ʔ,{},,{'Note': 'cf. karããj tyd [linha de pesca]'},['1f46caf8-3abc-4a6b-beb5-5554c6fd7c05'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
ets’iip_224610c4-9086-404b-a319-cce171760df8,ets’iip,stem,ʔeʔˈtʃiʔip,{},"{'etsʹiip_960c07c6-153e-4dfa-a2ae-494e5b37ed87': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{},['113550bd-0759-4e15-b2a5-049956cbc1b5'],2018-07-07T17:59:09Z,Fieldnotes Epps/Obert; 2018,{'Sil Dict 2011': 'etsʹiip'}
padäg2_2252b7eb-23bc-45e8-bc20-ce88472409b7,padäg,stem,padʌg,"{'996be76d-d27f-4c52-972f-368f85e36642': {'type': '_component-lexeme', 'variant-type': 'Não indicativo plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
papab yd_22c36fa4-7e08-4b93-9467-6ccc8d458a6a,papab yd,phrase,papab˺ ˈʔɨd˺,{},,{},['ee28e349-2c82-4d8c-964e-f023c132303d'],2018-07-15T20:34:17Z,Fieldnotes Epps/Obert; 2018,
ahõm1_22caba00-d293-40b0-9c79-dd140ebef072,ahõm,stem,ahõm,"{'472c2165-859a-4acf-aca2-e864bd6380d2': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
esʹoos_22d7e1de-0605-439f-a2b0-f42c07fdc820,esʹoos,stem,eʃo̰:ʃ,"{'9d55ea25-4021-4c97-af55-30c6c927c056': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
karewa_22e6cb0e-7b2d-4c12-9374-6e1fa11ea10e,karewa,stem,kareʔˈwaʔ,{},,{},['9b56016f-db2a-4a00-bf9e-6b98f74cc95b'],2018-07-15T20:30:23Z,Fieldnotes Epps/Obert; 2018,
haɾũm1_22fb506e-aa3f-4853-99d5-9a5c2c1a06d1,haɾũm,stem,,"{'df24d0f7-f5e8-4df7-96f6-b5854cc5c4c1': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Barbosa 2005; tipiti'}}",,,,2018-06-20T05:09:53Z,Barbosa,
hehok_236c790d-119c-4355-a51b-357e4b32db4d,hehok,stem,hehok,"{'ea5a29cc-72ea-4e5c-a30e-950944984663': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
jarakë2_2374aefe-208a-41a4-82e8-0828d5d0a65f,jarakë,stem,jaɾakəʔ,{},,,['ba35b885-67b8-42fc-9792-c3e8ff5f2f1e'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
soog_249fa31d-fe1c-46ef-a586-8da434b2d806,soog,stem,ʃo:g̚,{},,,['8054291c-6943-4437-8a8c-1bc5c59d0fb4'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
kamaan1_258400ae-3889-4708-a9d9-74aa043e8bbd,kamaan,root,kaˈma:n,{},,{},['5877717c-b38c-4b01-a40f-bf7b85770b22'],2018-09-03T23:44:36Z,Fieldnotes Epps/Obert; 2018,
gasʹyyb_264b5412-5901-455b-bb3f-bed8595fe801,gasʹyyb,stem,gaʃɨ̰:b,"{'24bcbe78-ccca-4006-98be-eada51fff66e': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
tamaboh yb_270da235-1ba8-4e2a-9f22-3c8a70b55cfa,tamaboh yb,phrase,tabmãboh ʔɨb̚,{},,,['c885426e-5fbe-48a4-8b7b-731f2c04eccc'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
matym_271c9f06-aae1-403d-bc35-a6b34f549f0f,matym,stem,maˈtɨbm,{},,{},['4dfc33d6-18cb-42d0-ac07-83fa43d80266'],2018-07-05T14:02:15Z,Fieldnotes Epps/Obert; 2018,
ehõh_272fe292-0223-4908-b56f-97b4b133c35d,ehõh,stem,ehõh,"{'89b3b010-5833-4aa0-86cb-ff2294313459': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
mehëm_28471a19-ef36-4907-a039-ccf0e4bef3d6,mehëm,stem,me'hǝbm,{},,{},['1437ba31-e115-4332-a0f1-841dd59837a6'],2018-07-08T18:36:45Z,Fieldnotes Epps/Obert; 2018,
juum_288ff678-6dc5-4fc1-961d-0886a4bc84a4,juum,root,,{},,{},['7dcc9d37-24d1-443d-baa0-f0e869a73880'],2018-09-04T00:49:23Z,Fielnotes Epps/Obert; 2018,
gatsi_29ca677d-a77a-474a-9262-92c3f2d2c95c,gatsi,stem,k’aˈɉiʔ,{},,{},['097cba48-5a3b-43b6-9b56-37d8060efb00'],2018-07-10T23:11:30Z,Fieldnotes Epps/Obert; 2018,
metëh_2a349d15-08ba-4b91-8480-9d780ef195ca,metëh,stem,metəh,"{'03c77401-7d29-449e-8690-79b696621935': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
dahẽẽw_2a438385-429d-4f14-8253-316f74d60d54,dahẽẽw,stem,dahɛ̃:w,"{'bd545db0-c5da-4763-b66c-9ef631f0d514': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
hajõõh_2a633761-8222-43c0-8d5e-76122088df50,hajõõh,stem,hajõ:h,"{'10d8bbd5-d198-4c97-b005-818bfb21938e': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b,h’yyw,root,hɨʔɨw,{},,{'Note': 'problem: hɨʔɨw or hǝʔǝw'},['13d917cc-9f14-4a79-962c-832df62443ac'],2018-09-03T23:54:43Z,Fieldnotes Epps/Obert; 2018,
kad3_2bb9853a-cde8-48bc-bb30-42d80bf6419d,kad,stem,kad̚,{},"{'kad2_18021c0e-2b82-4a41-9660-30edf844b0a1': {'type': '_component-lexeme', 'variant-type': 'Weir'}, 'kad1_ac90fcde-0e6b-43ae-a428-b693aca454e0': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",,['50faa7ec-22a0-4275-98da-c42da8f74b49'],2019-01-14T03:46:56Z,Fieldnotes Epps/Obert; 2018,"{'Weir': 'kad', 'Sil Dict 2011': 'kad'}"
bahe2_2cf4937e-ec22-467b-8482-1f9f02708d2f,bahe,stem,baheʔ,{},"{'bahe1_838757f3-eee2-4b0d-a274-7241484e3c22': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}, 'baheʔ_b892b074-66d7-4798-957b-c47f6bcb5e01': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'cutia'}}",,['7c98f155-0801-4dad-abf7-bb664a054442'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,"{'Cartilhas': 'bahe', 'Barbosa': 'baheʔ'}"
h’ëëb_2d2a4415-053e-4b4e-bf26-6a3fb35e5a49,h’ëëb,stem,hǝʔǝb,{},"{'h’ëëb tym_e85dddba-34fd-4ea5-af27-e708019a241b': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}, 'hɯ̰ːb_030b2a7d-4650-45f3-a4e4-5c6c0edeb33e': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{'Note': '(ji) h’ëëb'},['7a84a616-3137-4875-b24d-2750ed412c13'],2018-03-08T07:17:53Z,SIL 2011; Fieldnotes Epps/Obert; 2018,{'Martins': 'hɯ̰ːb'}
ajëng_2d333399-d440-450e-8037-d42a414085c1,ajëng,stem,ajəŋ,"{'fd12d6b3-c50b-4663-b9a9-2ee906245573': {'type': '_component-lexeme', 'variant-type': 'Singular'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
sanajoo_2d51eef7-3530-450e-9048-2652a3aef93c,sanajoo,stem,ʃadnãjo:ʔ,{},,,['4c2e3938-3cc0-4a5f-a6d3-903040bb7e28'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
wooj tëëng_2daa9d38-6b7b-445d-bc18-22dc00b53dde,wooj tëëng,phrase,wo:j tə:gŋ,{},,,['4d198acd-edc7-4a2d-9898-32c571d63b3b'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
matatoor_2de11573-a933-4e44-9f6d-079cf82e42fc,matatoor,stem,mãtato:ɾᵊ,{},,,['702b39fe-8ebe-419f-81d3-9e0a5616edbf'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
adyg_2e052b4b-7f72-4fa2-a40e-142713b2261c,adyg,stem,adɨg,"{'fc0c1443-58ce-424e-b411-917a8b0275d0': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
mahãg_2e2ca2cc-1788-4303-bf33-129ffd28dd59,mahãg,stem,mahãg,"{'8f285239-8467-4034-a22f-4789b0c9253f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
tawʹëëd_2e7fefe0-205c-46ec-9ebb-7c16d4e32bd8,tawʹëëd,stem,taˈwǝʔǝd,{},,{},['b11f25bd-8202-4020-8c2c-23ab8d5e5bc8'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
nohiin_2eb79e5f-8144-44dd-881c-e554c62de348,nohiin,phrase,,{},,{},['eab3df35-21e9-4e76-b8c5-cf5efd2b18a1'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
tamewoob hẽ_2ec250b1-b35b-46d1-b317-a327c67b9182,tamewoob hẽ,phrase,tameʔˈwo:b˺,{},,{},['ca80116d-2820-40c9-9cb0-b8778d1876e1'],2018-07-08T18:24:09Z,Fieldnotes Epps/Obert; 2018,
kanés g’aad_2ee0c600-0fc1-45ee-803e-4332e97219c8,kanés g’aad,phrase,kadnɛ̃ʃ k'aʔad̚,{},,,['2dc97e07-7a50-4b60-9c45-06506daa7bbc'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
kaat4_2f663e30-e5e2-4436-aa3a-06247ad235b6,kaat,stem,ka:t̚,{},"{'kaat3_f725bf08-256e-40b3-9475-6bbf23806316': {'type': '_component-lexeme', 'variant-type': 'Weir'}, 'kaat1_343a6e41-2533-4734-88d4-d7e177d3c697': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'kat_f40fa792-adc4-41f2-ad6e-b5120cb7051a': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}, 'kaat2_a5690f1b-30a7-41b2-86b0-7b6d2c413aa5': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1990; 1994'}}",,['a955cc38-8e49-4f30-b38f-938eed9ecacc'],2019-01-14T03:46:56Z,Fieldnotes Epps/Obert; 2018,"{'Weir': 'kaat', 'Sil Dict 2011': 'kaat', 'Barbosa': 'kat'}"
mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,mä,stem,mʌʔz,{},,{},['6d44c7c4-3bcc-4f96-843a-22907d1b941d'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
ahyh_2ff28388-2e02-4fbd-b9cd-d074c4addb71,ahyh,stem,ahɨh,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Causativo não indicativo'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
edëp_3002897c-a97c-4886-b7e8-355b2d3c9866,edëp,stem,ʔeˈdǝp˺,{},,{},['477e6ffe-d8c1-4195-ae84-7a5d6279e634'],2018-07-10T15:43:38Z,Fieldnotes Epps/Obert; 2018,
hesʹõõnh_300d2f0c-dd62-4b9d-a43b-5e8f7747620d,hesʹõõnh,stem,heʃõ̰:ɲ,"{'237b528b-7ef8-44c8-9738-2355398685e4': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
roor_3015a52d-88c5-432a-befd-e2eab5325dc6,roor,stem,,{},"{'ʔaɾoːɾ_02510f6f-9440-4065-8ef1-609ab7927a49': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}, 'ɾoːɾ_4cf16e5f-320d-49e2-a128-4ae50a674b2b': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['8477b726-76d0-4630-9a39-a67f1840cdb1'],2018-07-27T20:43:14Z,Fieldnotes Epps/Obert; 2018,"{'Barbosa': 'ʔaɾoːɾ', 'Martins': 'ɾoːɾ'}"
kaój ag_30ca2df2-a560-4776-8df7-ff863320dc5d,kaój ag,phrase,kaʔɔj ʔag̚,{},,,['f354e744-876b-4083-b01e-60028d0f77dc'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
b’aa täg_30e5057a-b85c-413e-8a7b-ba95e3b99dc0,b’aa täg,phrase,baʔa tʌg˺,{},,{},['0ef79b2f-85ed-4b7f-b5e4-d5b549e3111d'],2018-09-04T00:16:05Z,Fieldnotes Epps/Obert; 2018,
waroor_310a012a-5389-45b6-ac33-6975f863c15f,waroor,stem,waɾo:ɾᵊ,{},,,['ee444718-1be5-4be0-a9d0-4313d0a7a7c8'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
b’aa pëm_311ac980-0091-402a-b9f9-13163d494665,b’aa pëm,phrase,baʔaʔ pǝbm,{},,{},['79d2e301-7bfd-4988-a779-174c6bb00c67'],2018-07-27T23:10:40Z,Fieldnotes Epps/Obert; 2018,
gahõ_318e6d4d-a9e5-4040-959a-a584e218621d,gahõ,stem,gahõ,"{'e319da77-1fc1-4adb-91d9-61a158dc0da8': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
papỹỹj_3194bd97-3568-41d3-ad94-fa7e9d5d6930,papỹỹj,stem,paˈpɨ̃:j,{},"{'papɨ̃ːj_9c5efada-f2ba-4e84-a163-5a5325c9fb8c': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",{},['fb412a69-3838-4492-87dd-2d5971e0cd4c'],2018-02-02T19:33:51Z,Fieldnotes Epps/Obert; 2018,{'Weir': 'papɨ̃ːj'}
sẽẽj2_31d20726-ce1f-4f98-a01d-4dabbd5a7721,sẽẽj,stem,ʃẽ:j,{},"{'sẽẽj1_510a6ef1-8619-44c8-b488-c6d71e13911b': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'ʃɛ̃ːj_1b5ea309-3bf7-4495-b8e3-22a92b4512df': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",,['559c521f-3b95-4108-8659-26f41a622fab'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,"{'Sil Dict 2011': 'sẽẽj', 'Barbosa': 'ʃɛ̃ːj'}"
gadʹẽẽ_31ec894a-0475-48de-9d61-b2a12b3a0778,gadʹẽẽ,stem,gadḛ̃:,"{'ace4a8e2-a5e5-4723-bf0e-83cee47e98ba': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
õm_31f249cf-2b84-428d-8cd9-657c8d35e6f4,õm,stem,ʔɔ̃m,{},,{},['52fae732-8d15-4f01-a9f0-41c450dbcc2f'],2018-06-20T05:09:53Z,"Fieldnotes Epps/Obert; 2018, Weir 1990; Weir 1994",
hetsyyd_325d5721-2a3c-4416-878b-4113bdb1a9c3,hetsyyd,stem,heɟɨ:d,"{'hetsʹyyt_086f87aa-bef9-4eb9-9776-4bf5d409a57d': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-29T04:53:10Z,SIL Dict 2011,
wäng_32c1318b-5ca9-4b72-a7b9-e465bcd32c3a,wäng,stem,wʌgŋ,{},,{},['69c3e3d8-7d77-4e76-ba73-ae45869eba44'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
gó_32db9835-81bc-4809-83fb-6b662dc0682a,gó,stem,k’ɔʔ,{},,{},['aff1e536-598d-40b6-bdd7-9a0374155414'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
ajat_32eac6de-1dac-4fe7-96eb-afb8fdd8a693,ajat,stem,ʔaˈjat,{},"{'ʔajat_c5b4a15c-8d79-4996-b956-443c2143e1b7': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{},['d86d7892-a9dd-4711-bde6-a91c478f0b29'],2018-07-10T15:39:39Z,Fieldnotes Epps/Obert; 2018,{'Barbosa': 'ʔajat'}
hub_330a07e9-0341-422e-93a0-3e745dff7949,hub,stem,hub˺,{},,{},['d2c9ce0b-546e-43b9-a0e7-7e44fd4015d9'],2018-07-07T18:16:04Z,Fieldnotes Epps/Obert; 2018,
k’ëë_33265ec6-c2f0-40d5-a1eb-edc43610b9ea,k’ëë,root,kǝʔǝh,{},,"{'Note': 'check spelling h?, (ji) k’ëë(h)'}",['d73132b7-a04f-4f16-9bfd-c1fb641a572b'],2018-07-04T14:25:35Z,Fieldnotes Epps/Obert; 2018,
kanés gʹaad_338788c5-1d3d-44d0-a465-c5ff6230dc7d,kanés gʹaad,phrase,keʔnɛ̃ʃ k’aʔad˺,"{'null': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}",,{},['93c83df7-d344-4e25-a4da-d3967f4e2261'],2018-04-04T14:00:57Z,Fieldnotes Epps/Obert; 2018,
jɔ̃ːw2_34037334-1723-44fc-b45c-32076978dff3,jɔ̃ːw,stem,,"{'49b83cb5-7388-4f68-a3f6-6b7542eb1184': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Barbosa 2005; matapi'}}",,,,2018-06-20T05:09:53Z,Barbosa,
gatoj tëëg_34050e72-0ab9-4e5a-a79b-8d004e06888d,gatoj tëëg,phrase,k’aˈtoj,{},,{},['81cd25b1-644e-410e-99c6-b16a0bf88e44'],2018-09-03T23:40:00Z,Fieldnotes Epps/Obert; 2018,
w’oor_3430ca49-d3b7-4b34-bff7-96d27c9662e2,w’oor,stem,,{},"{'wo̰ːɾ1_dffe077c-a1e2-4234-84d0-b75afeaf0660': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['c36bb89d-00db-425c-b65e-c38171ca9e29'],2018-07-27T20:27:33Z,FIeldnotes Epps/Obert; 2018,{'Martins': 'wo̰ːɾ'}
kahetu doo manad ỹỹn_353a8f5e-339f-4540-a74e-8d66893d76e7,kahetu doo manad ỹỹn,phrase,kahetuʔ do:ʔ mãnãd̚ ʔɨ̃:n,{},,,['977d8588-e430-4c62-a415-24496dff5e0e'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
aboo_35be7096-61b9-46e8-a14b-3a6eedcc31c8,aboo,stem,abo:,"{'55535f72-0df3-46a6-afb5-b7548ad7a287': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
kawajad2_36b45174-a9b6-440b-b816-1d552c94f171,kawajad,stem,kawajad̚,{},,,['3177cdee-1741-4b37-82c7-6c7ffe9a60aa'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
ä̃m ỹỹ_374ae5f9-5ac8-48f8-90d8-7c8e0fb479a3,ä̃m ỹỹ,phrase,ʌ̃m ɨ̃:,"{'32600c78-a96b-4def-aa2b-f3c475c42fb6': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
sapuuw_37867b30-19ec-4639-8a17-3aa7b67aeaee,sapuuw,stem,ʃaˈpu:w,{},,{},['2048e706-7de4-4538-bc0f-7f1b263c0806'],2018-07-15T20:38:10Z,Fieldnotes Epps/Obert; 2018,
atii_37d2c4ff-b244-43f3-a4ff-6b40b6697c71,atii,stem,ati:,"{'null': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
j’aah tyd_38868053-3860-4b0c-a196-31868da6d09f,j’aah tyd,phrase,jaʔah tɨd˺,{},,{'Note': '(ta) j’aah tyd'},['0a18fae4-f308-447d-a40d-7f39d3cfecdd'],2018-07-06T20:49:57Z,Fieldnotes Epps/Obert; 2018,
tataah_3a4ece63-7d15-430f-a569-fd308bf3fa91,tataah,stem,tata:h,"{'37d35f87-6a25-4537-9dd5-ce21c1e67f8b': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
k’ããts_3a94f9ae-6b60-4f40-8241-3d12b67a67be,k’ããts,stem,kãʔãɉ,{},"{'k’ããts tsyg_8ac18045-bd45-4c72-b53f-1a45c1a34510': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Compound'}}",{},['80053013-c657-44d3-8d22-0da572795c66'],2018-07-05T13:48:16Z,Fieldnotes Epps/Obert; 2018,
sawasaab _3aea6fec-8942-4caf-ab01-a448e89efaa0,sawasaab,stem,ʃawaˈʃa:b˺,{},,{},['83d91993-9d85-4caf-a5cc-3b4a6de77067'],2018-03-08T07:17:53Z,SIL 2011; Fieldnotes Epps/Obert; 2018,
tok ỹỹ_3aee6c29-2602-4601-b146-47cf62c3c463,tok ỹỹ,phrase,tok ɨ̃:,"{'0fbb1173-0c04-4673-8d50-a28d9b2b0fc5': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
tyb_3bb6a7d0-a26b-4813-80a8-80538d6f0eff,tyb,stem,tɨb˺,{},,{'Note': 'ta tyb'},['0cccebb5-8648-4f42-8d47-a3bb51e8a5d5'],2018-07-06T19:07:01Z,Fieldnotes Epps/Obert; 2018,
abaah_3bf47a35-c68f-4f2b-ae4a-3d5fbfc00be2,abaah,stem,aba:h,"{'fd034ead-ae35-414c-aad2-4b9e0f677a10': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
booj_3c9337be-a478-493e-bed4-c0f035f02c63,booj,stem,bo:j,{},,{},['07ecff83-e944-42d5-b2df-8c6f1b64d368'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
t’õõm_3cdcf804-ed94-4d32-8388-d8ed3cf4b239,t’õõm,stem,tõʔõm,{},"{'txõom_65668337-e2b9-496c-80a9-264d9e8e24a1': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",,['5da179b1-99a9-4303-8ff3-6f45db72be24'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,{'Weir': 'txõom'}
