form,match_form,def,match_def,status,entry_id,match_id
atsóm,acõb,swim;nadar,ura/berno,ignore,atsóm_02a79639-e72e-482a-98fe-e2a3e76d3f81,acõb_f71894c0-8fab-4c50-85f140d22a323e73
naëng,nahə:h,water;água,doença,ignore,naëng_031a7339-0644-4618-af27-88f71d6565db,nahə:h_b54a9153-964b-464c-a3e572767ea0d316
asooh,aʃu:,sit;sentar,costurar,ignore,asooh_045c762b-0b2e-4233-a013-7e921270d050,aʃu:_844f59f2-271d-44ac-98c625f13b1b75d0
baad,pëëd,well;bem,?;cunuri,ignore,baad_068ae71c-c922-438c-9569-dad5b2122f74,pëëd_575e234e-0e14-44a8-a947-b90d4f165f7b
baad,pa:n,well;bem,igual,ignore,baad_068ae71c-c922-438c-9569-dad5b2122f74,pa:n_e4920278-36b2-4b6c-b2669c72f3055ccf
madyyk,badɨ:k,açaí.palm;açaí,socar terra,ignore,madyyk_09e54f3c-410b-415c-8850-75ea270e4552,badɨ:k_ec4b457c-f57d-40da-9afc1a28497674a1
toog,tug,daughter;filha,tarde,ignore,toog2_0f2dbd4f-1cba-4a76-b278-c720efdc0c0f,tug_6c751529-23ec-405f-bec2ac9a1cd2a827
jawëk,jawyk,japurá;japurá,heavy;pesado,ignore,jawëk_11b99d8c-9b68-4e6b-869d-e3530425e72b,jawyk_4e1f40a1-8c39-45c3-86b9-92a152d8e952
jawëk,jawäk,japurá;japurá,japurá;japurá,merge,jawëk_11b99d8c-9b68-4e6b-869d-e3530425e72b,jawäk_11b99d8c-9b68-4e6b-869d-e3530425e72b
wawët,mawyyt,wild.dog;cachorro.do.mato,tie.up.wood.with.cipó;amarrar.pau.com.cipó,ignore,wawët_135af2d2-bd6b-445c-a1ed-837cb137c40d,mawyyt_5f74d4a3-54da-44ba-8ba4-d5ab20a32d82
ëër,ër,1PLincl;1PLincl,1PLincl;1PLincl,"make short default, long unspec. Variant",ëër_139ca9bb-450f-4124-8497-3fa5f304fa62,ër_139ca9bb-450f-4124-8497-3fa5f304fa62
masug,masook,fishing.stick;vara.pesca,manioc.meal;farinha,ignore,masug_14f4dbd3-bbac-4f9e-b5f5-3da0f0b5daa1,masook2_bad07ccf-c8ca-47a3-b227-48abab0ed633
masug,baʃoŋ,fishing.stick;vara.pesca,ter.cheiro,ignore,masug_14f4dbd3-bbac-4f9e-b5f5-3da0f0b5daa1,baʃoŋ_061b4156-051a-46d0-8236cd083292686
etsoos,eʃo:ʃ,spit;cuspir,procurar,ignore,etsoos_16359e87-c88a-48ca-b5dd-a04ea7d5f6cd,eʃo:ʃ_add3968e-1af1-48bc-8f565f24adf3025f
awän,awad,waterfall;cachoeira,jaguar;onca,ignore,awän_16edbafa-9f23-4587-bd92-330bd1726f90,awad3_62a55d3c-fa39-4a7a-8dbf-01f9b2c196bd
etsʹëëk,eʃa̰:k,steal;roubar,pescar.com.rede,ignore,etsʹëëk_1975647d-1f5d-470e-93b1-509b4f0e1773,eʃa̰:k_5f8affce-0fec-4b50-95aec2f3a8c3ad74
jood,jóón,anaconda;sucuri,cuati;cuati,ignore,jood_1a844f70-b0d5-4165-b568-d695b8a70f0a,jóón_45d960e0-b762-437d-bca3-d9c02c5339c6
janati,janati,maize;milho,maize;milho,merge,janati1_1bd7a005-8171-46fd-a65d-69898076947f,janati2_44596d86-91ab-40aa-bd2d-c32eead8c0bf
janati,janati,maize;milho,maize;milho,merge,janati1_1bd7a005-8171-46fd-a65d-69898076947f,janati_1bd7a005-8171-46fd-a65d-69898076947f
gawajah,gawajaah,,hunt;caçar,merge,gawajah_1c43c5f6-18af-437e-90c9-8506069bb3d1,gawajaah3_473237ec-7ec5-4fc0-88e7-d5033497445e
gawajah,gawaja:h,,correr.atrás.de.caça,merge,gawajah_1c43c5f6-18af-437e-90c9-8506069bb3d1,gawaja:h_a2ce689e-bdf8-4a72-86b52372cff080e9
naam,da:b,louse;piolho,fazer rede,ignore,naam_1c6836f3-ad20-47d5-bcce-190b8102d9ed,da:b_6c6f913f-603e-4dd7-99d1c9122d333284
yb,ỹỹm,father;pai,wife;esposa,ignore,yb2_1cc95316-b9fe-4093-9b14-e9c016496d4a,ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb
yb,ɨm,father;pai,ficar,ignore,yb2_1cc95316-b9fe-4093-9b14-e9c016496d4a,ɨm_73d74d6f-08f3-463a-adc337a43c4c0787
yb,ɨ̃:m,father;pai,fear;ter.medo,ignore,yb2_1cc95316-b9fe-4093-9b14-e9c016496d4a,ɨ̃:m_b7f8608c-1aaa-4014-b04d968cde2f7f88
yb,ỹỹm,father;pai,esposa,ignore,yb2_1cc95316-b9fe-4093-9b14-e9c016496d4a,ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de
yyh,ỹ,fire.ant;formiga.de.fogo,,ignore,yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8,ỹ_acdb0c0b-2c0f-454f-91d1-eea4498bebf7
yyh,ɨh,fire.ant;formiga.de.fogo,sleep n.i.,ignore,yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8,ɨh_75c83f39-6f85-4520-ac431d873a3fc10
yyh,ỹỹ,fire.ant;formiga.de.fogo,1sg;1sg,ignore,yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8,ỹỹ_b5117bd5-2007-42dc-8931e60f4bb08b71
bʹaah,bëëh,tree;árvore,2PL;2PL,ignore,bʹaah_20a69c66-ccf7-44e3-80f2-9c04da85502d,bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae
bʹaah,pa:h,tree;árvore,passado,ignore,bʹaah_20a69c66-ccf7-44e3-80f2-9c04da85502d,pa:h_5d6b8726-aa64-4b93-9329884a1e4b1af9
bʹaah,bə:h,tree;árvore,suco,ignore,bʹaah_20a69c66-ccf7-44e3-80f2-9c04da85502d,bə:h_962a8de8-7f65-4e60-b8a4c16d27943a33
bʹaah,pã̰:,tree;árvore,devido,ignore,bʹaah_20a69c66-ccf7-44e3-80f2-9c04da85502d,pã̰:_9fab38fa-5fc0-4ee4-b82ec53f098b21ad
bʹaah,bëëh,tree;árvore,suco,ignore,bʹaah_20a69c66-ccf7-44e3-80f2-9c04da85502d,bëëh_962a8de8-7f65-4e60-b8a4-c16d27943a32
bʹaah,bëh,tree;árvore,2PL;2PL,ignore,bʹaah_20a69c66-ccf7-44e3-80f2-9c04da85502d,bëh_59d8bf5a-dd20-44e8-b7a9-5081bab044ae
soog,cug,feather.headdress;cangatara,espécie de planta,ignore,soog_249fa31d-fe1c-46ef-a586-8da434b2d806,cug_96302045-3340-4193-98f54d19048d0d49
soog,co̰:g,feather.headdress;cangatara,cipó.sp,ignore,soog_249fa31d-fe1c-46ef-a586-8da434b2d806,co̰:g_9e1ed034-5c26-4a40-a9ed6952de801cd3
soog,sog,feather.headdress;cangatara,niece;sobrinha,ignore,soog_249fa31d-fe1c-46ef-a586-8da434b2d806,sog_80913b3d-28ba-4da4-8c82-93874db73850
kamaan,kawã:n,beans;feijão,aracu,ignore,kamaan1_258400ae-3889-4708-a9d9-74aa043e8bbd,kawã:n_b2161ae4-e32b-4e83-b30865961453d022
juum,jo:m,vine;cipó,plantação; planta,ignore,juum_288ff678-6dc5-4fc1-961d-0886a4bc84a4,jo:m_eb5c00b0-2af8-40ce-b71faab109532ced
h’yyw,hə̰:w,achiote; Bixa orellana;urucum; Bixa orellana,caiarara,ignore,h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b,hə̰:w_1925e868-c252-4c83-b71133d6d98f1f6a
h’yyw,hḭ̃:w,achiote; Bixa orellana;urucum; Bixa orellana,som de quebrar,ignore,h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b,hḭ̃:w_1b5889d9-62f6-4a22-b429fbaee69d90ce
h’yyw,hɨ̰̃:w,achiote; Bixa orellana;urucum; Bixa orellana,o que não presta mais,ignore,h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b,hɨ̰̃:w_d2f0e9be-4c7f-41dc-960b912373df7380
kad,kaat,pat.uncle;tio paterno,mat.aunt;tia materna,ignore,kad3_2bb9853a-cde8-48bc-bb30-42d80bf6419d,kaat4_2f663e30-e5e2-4436-aa3a-06247ad235b6
kad,kaan,pat.uncle;tio paterno,cacao;cacau,ignore,kad3_2bb9853a-cde8-48bc-bb30-42d80bf6419d,kaan_7614d499-7ba2-4fe8-8764-704e13c61d5f
kad,kã̰:d,pat.uncle;tio paterno,terra,ignore,kad3_2bb9853a-cde8-48bc-bb30-42d80bf6419d,kã̰:d_0e39e610-eab0-434f-95dba602eca2041e
kad,kʌn,pat.uncle;tio paterno,DM,ignore,kad3_2bb9853a-cde8-48bc-bb30-42d80bf6419d,kʌn_b741c8ef-a073-4471-bcae5183a264d68
kad,g'aad,pat.uncle;tio paterno,headwater;cabeçeira,ignore,kad3_2bb9853a-cde8-48bc-bb30-42d80bf6419d,g&apos;aad_ea94d6c7-c31e-417e-a17f-4f560dc6bffa
kad,kën,pat.uncle;tio paterno,INCHO;INCO,ignore,kad3_2bb9853a-cde8-48bc-bb30-42d80bf6419d,kën_6f5b9df8-599e-4700-8e19-161b33fa21a9
h’ëëb,hëp,chest;peito,,ignore,h’ëëb_2d2a4415-053e-4b4e-bf26-6a3fb35e5a49,hëp_f26a22e6-6630-411c-8f0f-240d649e6f57
h’ëëb,hɨ̰̃:b,chest;peito,peixe,ignore,h’ëëb_2d2a4415-053e-4b4e-bf26-6a3fb35e5a49,hɨ̰̃:b_13495014-5582-4f05-84fc3cb0ed8b0ed3
kanés g’aad,kanés gʹaad,roof.thatch.palm;caraná,carana.leaf;folha;caraná,merge,kanés g’aad_2ee0c600-0fc1-45ee-803e-4332e97219c8,kanés gʹaad_338788c5-1d3d-44d0-a465-c5ff6230dc7d
kaat,kã̰:d,mat.aunt;tia materna,terra,ignore,kaat4_2f663e30-e5e2-4436-aa3a-06247ad235b6,kã̰:d_0e39e610-eab0-434f-95dba602eca2041e
kaat,gə:t,mat.aunt;tia materna,apertar,ignore,kaat4_2f663e30-e5e2-4436-aa3a-06247ad235b6,gə:t_80dd9aea-7e89-4714-a295f1bddb8ebddb
kaat,g'aad,mat.aunt;tia materna,headwater;cabeçeira,ignore,kaat4_2f663e30-e5e2-4436-aa3a-06247ad235b6,g&apos;aad_ea94d6c7-c31e-417e-a17f-4f560dc6bffa
mä,wëë,ucuqui;ucuqui,alligator;jacare,ignore,mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5
mä,wë,ucuqui;ucuqui,sky;céu,ignore,mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0
mä,ma,ucuqui;ucuqui,pertences,ignore,mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,ma_4264a5f5-d297-4c5e-9ce680ae7193474b
mä,wʌ:,ucuqui;ucuqui,espécie de árvore,ignore,mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,wʌ:_8959362b-3825-4848-9eba1c72cb36d5d5
mä,bʌ,ucuqui;ucuqui,na.frente,ignore,mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,bʌ_8df25412-204a-46bc-a7873ef67101e1ce
mä,wə:,ucuqui;ucuqui,mato caído,ignore,mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,wə:_9485bb49-c230-459f-b30e231a60b19151
mä,wə,ucuqui;ucuqui,ao.lado,ignore,mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,wə_a802edee-a71f-41cf-b15a48d2cd10f3e6
mä,ma,ucuqui;ucuqui,make,ignore,mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,ma_d9520bd1-d3cc-41e0-a4b4ca44534c821a
mä,bëh,ucuqui;ucuqui,2PL;2PL,ignore,mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,bëh_59d8bf5a-dd20-44e8-b7a9-5081bab044ae
mä,mäh,ucuqui;ucuqui,RPT;relatado (abreviação?),ignore,mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,mäh_63073248-c558-4fc1-8f4c-63527c9e11c7
sẽẽj,ʃɛ̃ɲ,tapioca.starch;goma,branco,ignore,sẽẽj2_31d20726-ce1f-4f98-a01d-4dabbd5a7721,ʃɛ̃ɲ_be21c4df-a499-4845-8c0511cf77d20d3f
õm,oow,2SG;2SG,grandfather;avô,ignore,õm_31f249cf-2b84-428d-8cd9-657c8d35e6f4,oow2_d04af342-ffb6-4ca8-806b-a630870f74ee
õm,ub,2SG;2SG,INTS;INTS,ignore,õm_31f249cf-2b84-428d-8cd9-657c8d35e6f4,ub_73c90a3f-cfeb-471d-ae53-3c6573e4e5ec
wäng,mäh,seje.palm;patauá,RPT;relatado (abreviação?),ignore,wäng_32c1318b-5ca9-4b72-a7b9-e465bcd32c3a,mäh_63073248-c558-4fc1-8f4c-63527c9e11c7
gó,go:,in;dentro,arrancar,ignore,gó_32db9835-81bc-4809-83fb-6b662dc0682a,go:_335d28a8-83a8-4e3e-9f342756b1b9ea7b
gó,gɔ̰̃:,in;dentro,macaco-prego,ignore,gó_32db9835-81bc-4809-83fb-6b662dc0682a,gɔ̰̃:_3d7b5908-83e6-4232-ad557eb73347179c
hub,hop,right;direito,banhar-se (n.i. hob),ignore,hub_330a07e9-0341-422e-93a0-3e745dff7949,hop_4b4b4a7f-c3b7-42b3-973b26c02b2531d
k’ëë,gə:h,bone;osso,be.sweet,ignore,k’ëë_33265ec6-c2f0-40d5-a1eb-edc43610b9ea,gə:h_94b140c8-32b8-4618-846e6d093fbdb67e
k’ëë,kyyh,bone;osso,speech;fala,ignore,k’ëë_33265ec6-c2f0-40d5-a1eb-edc43610b9ea,kyyh_abaed6a6-acab-4bad-9909-83f48cf3c884
w’oor,wo:r,owl;coruja,espécie de árvore,ignore,w’oor_3430ca49-d3b7-4b34-bff7-96d27c9662e2,wo:r_987658fd-862d-4798-a95c5b4a299259c6
w’oor,w'oor,owl;coruja,owl;coruja,merge,w’oor_3430ca49-d3b7-4b34-bff7-96d27c9662e2,w&apos;oor_3430ca49-d3b7-4b34-bff7-96d27c9662e2
kawajad,kawajããn,deer;veado,be.angry;ser.bravo,ignore,kawajad2_36b45174-a9b6-440b-b816-1d552c94f171,kawajããn_afa28d54-abe7-4f7e-8f88-3198bb0aa7ca
k’ããts,ga̰c,soil;terra,areia,merge,k’ããts_3a94f9ae-6b60-4f40-8241-3d12b67a67be,ga̰c_07f4b7eb-2a95-4855-9a4d8837b5a4006f
tyb,tɨ:p,egg;ovo,lay.egg,ignore,tyb_3bb6a7d0-a26b-4813-80a8-80538d6f0eff,tɨ:p_13f20b79-cfed-486c-8791fb295eb27378
booj,mu:ɲ,traira.fish;traíra,rolinha,ignore,booj_3c9337be-a478-493e-bed4-c0f035f02c63,mu:ɲ_35d0254a-73e3-4fbc-8f5995f2104a384
booj,bu:j,traira.fish;traíra,feitiço,ignore,booj_3c9337be-a478-493e-bed4-c0f035f02c63,bu:j_54613d00-08ea-44ed-b99659610ba3cac7
booj,boj,traira.fish;traíra,pênis,ignore,booj_3c9337be-a478-493e-bed4-c0f035f02c63,boj_c23a0ba2-7d0a-4ada-838e7864cf0a7b9d
t’õõm,dõm,disposable.basket;cesto.descartável,tail;rabo,ignore,t’õõm_3cdcf804-ed94-4d32-8388-d8ed3cf4b239,dõm_821df784-fbcb-40de-a505-a26f965d09ed
t’õõm,do̰:b,disposable.basket;cesto.descartável,japó,ignore,t’õõm_3cdcf804-ed94-4d32-8388-d8ed3cf4b239,do̰:b_47303514-3cb9-4b25-89cd865353c9646b
t’õõm,t'õõm,disposable.basket;cesto.descartável,woven.traditional.backpack;panacu,merge,t’õõm_3cdcf804-ed94-4d32-8388-d8ed3cf4b239,t&apos;õõm_6945fd07-f2f1-4af1-a00a-c25ab150e2a3
t’õõm,tõm,disposable.basket;cesto.descartável,drop;gota,ignore,t’õõm_3cdcf804-ed94-4d32-8388-d8ed3cf4b239,tõm_9c34cae8-d703-4bd1-b57d-7a96c6a5281a
dooh,tooh,NEG;NEG,white.lipped.peccary;queixada,ignore,dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4,tooh_6043f2b6-842d-49d1-9764-2fd9ab21b3ba
dooh,nooh,NEG;NEG,mouth;boca,ignore,dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4,nooh_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943
dooh,nuuh,NEG;NEG,head;cabeça,ignore,dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4,nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4
dooh,tũ:h,NEG;NEG,no.chão,ignore,dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4,tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7
dooh,du:h,NEG;NEG,nádegas,ignore,dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4,du:h_1c1e2650-1809-4f40-a14833b3a9902630
dooh,do:,NEG;NEG,be (n.i. do),ignore,dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4,do:_53082cdc-d65b-4949-94043a47fd80f8b6
dooh,do:,NEG;NEG,the.one,ignore,dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4,do:_8f96a134-db02-4580-a0d5599f0a181e2
dooh,dɔ,NEG;NEG,ainda,ignore,dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4,dɔ_b34c70de-07c4-4851-930bb7d6ef30937d
dooh,do:,NEG;NEG,take,ignore,dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4,do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2
dooh,noo,NEG;NEG,mouth;boca,ignore,dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4,noo1_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943
atsyg,aʃək,smoke;fumaça,lavrar,ignore,atsyg_3d3ca524-9de1-4dbd-b4ff-793114c0a44a,aʃək_fcd2a200-7c82-4ef6-8810d5f7c93bd8fd
atsyg,asyng,smoke;fumaça,plant.bitter.manioc;plantar.maniva,ignore,atsyg_3d3ca524-9de1-4dbd-b4ff-793114c0a44a,asyng_c623ba7c-cc1f-4512-8633-6f2b396b2291
atsëm,asëm,night;noite,be.arrogant;ser.orgulhoso,ignore,atsëm_3e48f310-3d32-4d81-9074-b841d0ae6f78,asëm_dc855a5e-e265-4869-9faa-8947234d666a
tëg,t’ëëng,tooth;dente,tapir;anta,ignore,tëg_3e9706fe-48bd-40b2-95c5-b58ca6cc9388,t’ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12
tëg,tyyg,tooth;dente,fire;fogo,ignore,tëg_3e9706fe-48bd-40b2-95c5-b58ca6cc9388,tyyg_aa58bcaf-dbda-4802-ad73-a4a3d2881445
tëg,tɨŋ,tooth;dente,support,ignore,tëg_3e9706fe-48bd-40b2-95c5-b58ca6cc9388,tɨŋ_5724ff6d-c354-4517-881fba3c003e92d3
tëg,tɨ:ŋ,tooth;dente,assoalho,ignore,tëg_3e9706fe-48bd-40b2-95c5-b58ca6cc9388,tɨ:ŋ_e2b5fecf-076d-455e-afca70e5369e1d23
tëg,t'ëëng,tooth;dente,tapir;anta,ignore,tëg_3e9706fe-48bd-40b2-95c5-b58ca6cc9388,t&apos;ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12
maỹỹn,mahĩĩn,mother.in.law;sogra,hot;apimentado,ignore,maỹỹn_3ee29e3d-5352-4c3b-adf8-d17f0fcc0206,mahĩĩn_b3b9947d-577e-4f2f-85f6-6f3a3f49c1ef
maëts,ma'ëëts,curupira;Curupira,curupira;Curupira,merge,maëts_401e55d0-b859-4ce4-b1bc-350692fd76a2,ma&apos;ëëts_401e55d0-b859-4ce4-b1bc-350692fd76a2
kawed,gawẽn,macaw.red;arara.vermelha,mexer,ignore,kawed_401e72f5-e1dc-4968-bc4b-e9fc98db9a07,gawẽn_becd4522-bfee-498e-b03469e35d3915da
esëëh,etsaa,dream;sonhar,glue;colar,ignore,esëëh_41147169-f0ca-4b81-8f59-25f9ea75d1e5,etsaa_7d0273f5-bfcc-4597-943c-39bb22d1dfff
wëm,wyyw,bat;morçego,tocandira;tocandira,ignore,wëm_429bd290-09e2-451d-876e-1e9f8f1d97e2,wyyw_53e36f05-f876-4b30-9d3d-4be4ec11a4ec
wëm,wɨm,bat;morçego,quatipuru,ignore,wëm_429bd290-09e2-451d-876e-1e9f8f1d97e2,wɨm_d70249ce-c638-4f54-9217c3728f3fc3e6
wëm,wɨ̰:m,bat;morçego,siririca,ignore,wëm_429bd290-09e2-451d-876e-1e9f8f1d97e2,wɨ̰:m_eda10c90-25f4-4535-b7cf80e5d874e629
wëm,mab,bat;morçego,on.someones.own;sozinho,ignore,wëm_429bd290-09e2-451d-876e-1e9f8f1d97e2,mab_16e3e64e-d991-4ea2-80ce-8e5bd4936d8a
wëm,wëëm,bat;morçego,bat;morcego,merge,wëm_429bd290-09e2-451d-876e-1e9f8f1d97e2,wëëm_990d5cb5-98be-420d-9662-a39d1662fc24
janati,janati,maize;milho,maize;milho,merge,janati2_44596d86-91ab-40aa-bd2d-c32eead8c0bf,janati_1bd7a005-8171-46fd-a65d-69898076947f
bato,badoh,coca;ipadu,não.ter,ignore,bato1_449069a7-b371-4bea-ab7c-b7db4e0eac98,badoh_d512d2a8-ef7d-4a6c-9ee5e0b11c89a6ab
gawajaah,gawaja:h,hunt;caçar,correr.atrás.de.caça,merge,gawajaah3_473237ec-7ec5-4fc0-88e7-d5033497445e,gawaja:h_a2ce689e-bdf8-4a72-86b52372cff080e9
gaw’ëëng,kawə̰:g,mouse;camundongo,manchas escuras na pele,ignore,gaw’ëëng_475a687b-0e2b-4a1c-bf41-4336e322a2b7,kawə̰:g_b88a3875-3619-4304-b62c9646b1161138
wog,wuug,belly;barriga,charm;feitiço,ignore,wog_498db3e4-f431-454a-9be0-f767c01c3ed5,wuug_c0870f59-5f40-4989-a45d-50672fc64c3e
karaak,karak,chicken;galinha,capinar,ignore,karaak2_49cb17c7-16b1-4a6e-a0e1-c1b1b7c2654e,karak_6f6f498f-e045-44a7-b814505bba4b8eb5
s’ỹỹ,s’ëëh,left;esquerda,dream;sonho,ignore,s’ỹỹ1_4b90f87b-b955-4578-a4eb-450e5425a275,s’ëëh_c2500249-3e46-4056-8e86-6d258b177a45
s’ỹỹ,cɨ:,left;esquerda,embrulho de folha,ignore,s’ỹỹ1_4b90f87b-b955-4578-a4eb-450e5425a275,cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc
s’ỹỹ,ʃi:,left;esquerda,com,ignore,s’ỹỹ1_4b90f87b-b955-4578-a4eb-450e5425a275,ʃi:_33c93f86-60af-4c20-81f8b9e6c82adc19
s’ỹỹ,ʃə:,left;esquerda,camarão,ignore,s’ỹỹ1_4b90f87b-b955-4578-a4eb-450e5425a275,ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3
s’ỹỹ,cɨ:,left;esquerda,pupunha,ignore,s’ỹỹ1_4b90f87b-b955-4578-a4eb-450e5425a275,cɨ:_848fc074-d423-48a0-92ca90f8e8726e7f
s’ỹỹ,ʃḭ:,left;esquerda,beliscar (ʃiʔ inf; ʃḭːʔ n.i.),ignore,s’ỹỹ1_4b90f87b-b955-4578-a4eb-450e5425a275,ʃḭ:_87e2a37f-5fa9-4360-8557ae895c42d81f
ma=,ma ,2sg.A;2sg.A,INSTR;INSTR,ignore,ma=_4d9fb59f-a91b-4993-be66-06611c118977,ma _54824c04-d384-4521-8a423b26b9a0c86f
mabaah,mapah,bee;abelha,papaya;mamão,ignore,mabaah1_4fd676f8-cdb4-436b-87e3-2cc5dcfd33d6,mapah1_b822e839-8c6d-40df-b269-0a5a65773509
mabaah,mabëng,bee;abelha,green.acouchi;cutiara,ignore,mabaah1_4fd676f8-cdb4-436b-87e3-2cc5dcfd33d6,mabëng_c197d537-44e1-4a6f-abe7-fa15aead02e7
hỹỹj,hëëj,brother;irmão,forest;mato,ignore,hỹỹj2_53908455-3b39-4ca5-bc5b-bdcd9f258d77,hëëj_d8cd3b39-bb36-4332-b938-a6f4b9560376
hỹỹj,hɨ̃:j,brother;irmão,formiga.sp,ignore,hỹỹj2_53908455-3b39-4ca5-bc5b-bdcd9f258d77,hɨ̃:j_4462532d-74ae-455b-84335a21f802135a
hỹỹj,hɨ:j,brother;irmão,comida.farelo,ignore,hỹỹj2_53908455-3b39-4ca5-bc5b-bdcd9f258d77,hɨ:j_49643aa0-9b00-45bc-9a06f4da8d189eb0
t'aah,t’ëëng,son;filho,tapir;anta,ignore,t&apos;aah_53b37a98-9c06-4c23-b5d8-447f89451984,t’ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12
t'aah,tʌ̰:h,son;filho,tapuru,ignore,t&apos;aah_53b37a98-9c06-4c23-b5d8-447f89451984,tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a
t'aah,tah,son;filho,o.próximo,ignore,t&apos;aah_53b37a98-9c06-4c23-b5d8-447f89451984,tah_396fe9f8-b06b-48e2-92a74335e87b321d
t'aah,t'ëëng,son;filho,tapir;anta,ignore,t&apos;aah_53b37a98-9c06-4c23-b5d8-447f89451984,t&apos;ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12
t'aah,tëëng,son;filho,firewood;lenha,ignore,t&apos;aah_53b37a98-9c06-4c23-b5d8-447f89451984,tëëng1_973a6d9c-adec-4a58-98e0-2ac2c9961a59
hood,hũũt,beach;praia,tobaco;tabaco,ignore,hood_53da5edb-5f86-4600-8bbe-1d02414790f6,hũũt_fcbc9a08-ecac-4e11-b568-cad430854b14
hood,hũ:t,beach;praia,derreter (n.i. huːd),ignore,hood_53da5edb-5f86-4600-8bbe-1d02414790f6,hũ:t_ccfd21a0-acc5-4821-95f9e6b5b9d5570e
wyyw,mỹỹm,tocandira;tocandira,stone.axe;machado.de.pedra,ignore,wyyw_53e36f05-f876-4b30-9d3d-4be4ec11a4ec,mỹỹm_97557290-0196-462e-8057-e1ef84dc9ee7
wyyw,wɨm,tocandira;tocandira,quatipuru,ignore,wyyw_53e36f05-f876-4b30-9d3d-4be4ec11a4ec,wɨm_d70249ce-c638-4f54-9217c3728f3fc3e6
wyyw,wɨ̰:m,tocandira;tocandira,siririca,ignore,wyyw_53e36f05-f876-4b30-9d3d-4be4ec11a4ec,wɨ̰:m_eda10c90-25f4-4535-b7cf80e5d874e629
wyyw,wëëm,tocandira;tocandira,bat;morcego,ignore,wyyw_53e36f05-f876-4b30-9d3d-4be4ec11a4ec,wëëm_990d5cb5-98be-420d-9662-a39d1662fc24
kamasi,gamatsih,sloth;bicho.preguiça,tick;carrapato,ignore,kamasi_557c586d-90af-49ad-b78b-b719e6d0ae25,gamatsih_c81030cf-af27-4010-b3eb-e745b2f13d26
pëëd,pa:n,?;cunuri,igual,ignore,pëëd_575e234e-0e14-44a8-a947-b90d4f165f7b,pa:n_e4920278-36b2-4b6c-b2669c72f3055ccf
bëëh,byyh,2PL;2PL,skin;pele,ignore,bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae,byyh_c6283908-ed9f-4529-ab22-f0a452ed88b6
bëëh,pa:h,2PL;2PL,passado,ignore,bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae,pa:h_5d6b8726-aa64-4b93-9329884a1e4b1af9
bëëh,bʌ,2PL;2PL,na.frente,ignore,bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae,bʌ_8df25412-204a-46bc-a7873ef67101e1ce
